"","V1"
"nomin_AlSmith_1_298",1
"nomin_AlSmith_1_299",1
"nomin_AlSmith_1_300",1
"nomin_AlSmith_1_301",1
"nomin_AlSmith_1_302",1
"nomin_AlSmith_1_303",1
"nomin_AlSmith_1_304",11
"nomin_AlSmith_1_305",3
"nomin_AlSmith_1_306",6
"nomin_AlSmith_1_307",8
"nomin_AlSmith_1_308",1
"nomin_AlSmith_1_309",10
"nomin_AlSmith_1_310",1
"nomin_AlSmith_1_311",11
"nomin_AlSmith_1_312",1
"nomin_AlSmith_1_313",10
"nomin_AlSmith_1_314",1
"nomin_AlSmith_1_315",10
"nomin_AlSmith_1_316",10
"nomin_AlSmith_1_317",10
"nomin_AlSmith_1_318",10
"nomin_AlSmith_1_319",10
"nomin_AlSmith_1_320",10
"nomin_AlSmith_1_321",8
"nomin_AlSmith_1_322",8
"nomin_AlSmith_1_323",8
"nomin_AlSmith_1_324",8
"nomin_AlSmith_1_325",9
"nomin_AlSmith_1_326",1
"nomin_AlSmith_1_327",4
"nomin_AlSmith_1_328",3
"nomin_AlSmith_1_329",1
"nomin_AlSmith_1_330",14
"nomin_AlSmith_1_331",14
"nomin_AlSmith_1_332",14
"nomin_AlSmith_1_333",10
"nomin_AlSmith_1_334",10
"nomin_AlSmith_1_335",10
"nomin_AlSmith_1_336",10
"nomin_AlSmith_1_337",8
"nomin_AlSmith_1_338",4
"nomin_AlSmith_1_339",11
"nomin_AlSmith_1_340",9
"nomin_AlSmith_1_341",9
"nomin_AlSmith_1_342",9
"nomin_AlSmith_1_343",9
"nomin_AlSmith_1_344",9
"nomin_AlSmith_1_345",9
"nomin_AlSmith_1_346",13
"nomin_AlSmith_1_347",13
"nomin_AlSmith_1_348",9
"nomin_AlSmith_1_349",9
"nomin_WoodrowWilson_1_2",9
"nomin_WoodrowWilson_1_3",9
"nomin_WoodrowWilson_1_4",11
"nomin_WoodrowWilson_1_5",9
"nomin_WoodrowWilson_1_6",9
"nomin_WoodrowWilson_1_7",11
"nomin_WoodrowWilson_1_8",10
"nomin_WoodrowWilson_1_9",10
"nomin_WoodrowWilson_1_10",10
"nomin_WoodrowWilson_1_11",9
"nomin_WoodrowWilson_1_12",9
"nomin_WoodrowWilson_1_13",11
"nomin_WoodrowWilson_1_14",11
"nomin_WoodrowWilson_1_15",11
"nomin_WoodrowWilson_1_16",5
"nomin_WoodrowWilson_1_17",11
"nomin_WoodrowWilson_1_18",11
"nomin_WoodrowWilson_1_19",14
"nomin_WoodrowWilson_1_20",11
"nomin_WoodrowWilson_1_21",1
"nomin_WoodrowWilson_1_22",1
"nomin_WoodrowWilson_1_23",1
"nomin_WoodrowWilson_1_24",10
"nomin_WoodrowWilson_1_25",1
"nomin_WoodrowWilson_1_26",1
"nomin_WoodrowWilson_1_27",1
"nomin_WoodrowWilson_1_28",1
"nomin_WoodrowWilson_1_29",1
"nomin_WoodrowWilson_1_30",9
"nomin_WoodrowWilson_1_31",8
"nomin_WoodrowWilson_1_32",4
"nomin_WoodrowWilson_1_33",7
"nomin_WoodrowWilson_1_34",1
"nomin_WoodrowWilson_1_35",1
"nomin_WoodrowWilson_1_36",1
"nomin_WoodrowWilson_1_37",1
"nomin_WoodrowWilson_1_38",1
"nomin_WoodrowWilson_1_39",1
"nomin_WoodrowWilson_1_40",1
"nomin_WoodrowWilson_1_41",1
"nomin_WoodrowWilson_1_42",1
"nomin_WoodrowWilson_1_43",1
"nomin_WoodrowWilson_1_44",1
"nomin_WoodrowWilson_1_45",9
"nomin_WoodrowWilson_1_46",11
"nomin_WoodrowWilson_1_47",11
"nomin_WoodrowWilson_1_48",1
"nomin_WoodrowWilson_1_49",1
"nomin_WoodrowWilson_1_50",1
"nomin_WoodrowWilson_1_51",1
"nomin_WoodrowWilson_1_52",1
"nomin_WoodrowWilson_1_53",1
"nomin_WoodrowWilson_1_54",1
"nomin_WoodrowWilson_1_55",1
"nomin_WoodrowWilson_1_56",1
"nomin_WoodrowWilson_1_57",5
"nomin_WoodrowWilson_1_58",10
"nomin_WoodrowWilson_1_59",10
"nomin_WoodrowWilson_1_60",10
"nomin_WoodrowWilson_1_61",1
"nomin_WoodrowWilson_1_62",2
"nomin_WoodrowWilson_1_63",1
"nomin_WoodrowWilson_1_64",1
"nomin_WoodrowWilson_1_65",1
"nomin_WoodrowWilson_1_66",11
"nomin_WoodrowWilson_1_67",11
"nomin_WoodrowWilson_1_68",14
"nomin_WoodrowWilson_1_69",11
"nomin_WoodrowWilson_1_70",11
"nomin_WoodrowWilson_1_71",9
"nomin_WoodrowWilson_1_72",11
"nomin_WoodrowWilson_1_73",11
"nomin_WoodrowWilson_1_74",11
"nomin_WoodrowWilson_1_75",11
"nomin_WoodrowWilson_1_76",1
"nomin_WoodrowWilson_1_77",1
"nomin_WoodrowWilson_1_78",1
"nomin_WoodrowWilson_1_79",1
"nomin_WoodrowWilson_1_80",1
"nomin_WoodrowWilson_1_81",1
"nomin_WoodrowWilson_1_82",6
"nomin_WoodrowWilson_1_83",6
"nomin_WoodrowWilson_1_84",6
"nomin_WoodrowWilson_1_85",6
"nomin_WoodrowWilson_1_86",6
"nomin_WoodrowWilson_1_87",6
"nomin_WoodrowWilson_1_88",6
"nomin_WoodrowWilson_1_89",7
"nomin_WoodrowWilson_1_90",12
"nomin_WoodrowWilson_1_91",12
"nomin_WoodrowWilson_1_92",12
"nomin_WoodrowWilson_1_93",8
"nomin_WoodrowWilson_1_94",8
"nomin_WoodrowWilson_1_95",10
"nomin_WoodrowWilson_1_96",10
"nomin_WoodrowWilson_1_97",9
"nomin_WoodrowWilson_1_98",8
"nomin_WoodrowWilson_1_99",10
"nomin_WoodrowWilson_1_100",11
"nomin_WoodrowWilson_1_101",11
"nomin_WoodrowWilson_1_102",10
"nomin_WoodrowWilson_1_103",13
"nomin_WoodrowWilson_1_104",7
"nomin_WoodrowWilson_1_105",7
"nomin_WoodrowWilson_1_106",8
"nomin_WoodrowWilson_1_107",8
"nomin_WoodrowWilson_1_108",7
"nomin_WoodrowWilson_1_109",7
"nomin_WoodrowWilson_1_110",5
"nomin_WoodrowWilson_1_111",10
"nomin_WoodrowWilson_1_112",10
"nomin_WoodrowWilson_1_113",10
"nomin_WoodrowWilson_1_114",7
"nomin_WoodrowWilson_1_115",7
"nomin_WoodrowWilson_1_116",8
"nomin_WoodrowWilson_1_117",1
"nomin_WoodrowWilson_1_118",7
"nomin_WoodrowWilson_1_119",7
"nomin_WoodrowWilson_1_120",5
"nomin_WoodrowWilson_1_121",5
"nomin_WoodrowWilson_1_122",5
"nomin_WoodrowWilson_1_123",5
"nomin_WoodrowWilson_1_124",13
"nomin_WoodrowWilson_1_125",13
"nomin_WoodrowWilson_1_126",13
"nomin_WoodrowWilson_1_127",1
"nomin_WoodrowWilson_1_128",7
"nomin_WoodrowWilson_1_129",8
"nomin_WoodrowWilson_1_130",8
"nomin_WoodrowWilson_1_131",8
"nomin_WoodrowWilson_1_132",8
"nomin_WoodrowWilson_1_133",8
"nomin_WoodrowWilson_1_134",8
"nomin_WoodrowWilson_1_135",7
"nomin_WoodrowWilson_1_136",7
"nomin_WoodrowWilson_1_137",7
"nomin_WoodrowWilson_1_138",4
"nomin_WoodrowWilson_1_139",8
"nomin_WoodrowWilson_1_140",8
"nomin_WoodrowWilson_1_141",8
"nomin_WoodrowWilson_1_142",1
"nomin_WoodrowWilson_1_143",7
"nomin_WoodrowWilson_1_144",8
"nomin_WoodrowWilson_1_145",8
"nomin_WoodrowWilson_1_146",1
"nomin_WoodrowWilson_1_147",6
"nomin_WoodrowWilson_1_148",6
"nomin_WoodrowWilson_1_149",14
"nomin_WoodrowWilson_1_150",14
"nomin_WoodrowWilson_1_151",6
"nomin_WoodrowWilson_1_152",6
"nomin_WoodrowWilson_1_153",6
"nomin_WoodrowWilson_1_154",6
"nomin_WoodrowWilson_1_155",6
"nomin_WoodrowWilson_1_156",6
"nomin_WoodrowWilson_1_157",6
"nomin_WoodrowWilson_1_158",6
"nomin_WoodrowWilson_1_159",9
"nomin_WoodrowWilson_1_160",3
"nomin_WoodrowWilson_1_161",15
"nomin_WoodrowWilson_1_162",12
"nomin_WoodrowWilson_1_163",12
"nomin_WoodrowWilson_1_164",12
"nomin_WoodrowWilson_1_165",12
"nomin_WoodrowWilson_1_166",12
"nomin_WoodrowWilson_1_167",12
"nomin_WoodrowWilson_1_168",12
"nomin_WoodrowWilson_1_169",8
"nomin_WoodrowWilson_1_170",6
"nomin_WoodrowWilson_1_171",6
"nomin_WoodrowWilson_1_172",6
"nomin_WoodrowWilson_1_173",12
"nomin_WoodrowWilson_1_174",8
"nomin_WoodrowWilson_1_175",1
"nomin_WoodrowWilson_1_176",1
"nomin_WoodrowWilson_1_177",1
"nomin_WoodrowWilson_1_178",1
"nomin_WoodrowWilson_1_179",1
"nomin_WoodrowWilson_1_180",1
"nomin_WoodrowWilson_1_181",10
"nomin_WoodrowWilson_1_182",15
"nomin_WoodrowWilson_1_183",15
"nomin_WoodrowWilson_1_184",15
"nomin_WoodrowWilson_1_185",10
"nomin_WoodrowWilson_1_186",10
"nomin_WoodrowWilson_1_187",1
"nomin_WoodrowWilson_1_188",8
"nomin_WoodrowWilson_1_189",8
"nomin_WoodrowWilson_1_190",1
"nomin_WoodrowWilson_1_191",10
"nomin_WoodrowWilson_1_192",5
"nomin_WoodrowWilson_1_193",1
"nomin_WoodrowWilson_1_194",1
"nomin_WoodrowWilson_1_195",1
"nomin_WoodrowWilson_1_196",1
"nomin_WoodrowWilson_1_197",1
"nomin_WoodrowWilson_1_198",1
"nomin_WoodrowWilson_1_199",8
"nomin_WoodrowWilson_1_200",8
"nomin_WoodrowWilson_1_201",8
"nomin_WoodrowWilson_1_202",1
"nomin_WoodrowWilson_1_203",1
"nomin_WoodrowWilson_1_204",8
"nomin_WoodrowWilson_1_205",3
"nomin_WoodrowWilson_1_206",4
"nomin_WoodrowWilson_1_207",4
"nomin_WoodrowWilson_1_208",10
"nomin_WoodrowWilson_1_209",6
"nomin_WoodrowWilson_1_210",10
"nomin_WoodrowWilson_1_211",4
"nomin_WoodrowWilson_1_212",8
"nomin_WoodrowWilson_1_213",8
"nomin_WoodrowWilson_1_214",6
"nomin_WoodrowWilson_1_215",4
"nomin_WoodrowWilson_1_216",4
"nomin_WoodrowWilson_1_217",3
"nomin_WoodrowWilson_1_218",13
"nomin_DonaldJTrump_1_2",4
"nomin_DonaldJTrump_1_10",15
"nomin_DonaldJTrump_1_11",15
"nomin_DonaldJTrump_1_12",15
"nomin_DonaldJTrump_1_13",15
"nomin_DonaldJTrump_1_14",12
"nomin_DonaldJTrump_1_15",3
"nomin_DonaldJTrump_1_16",12
"nomin_DonaldJTrump_1_17",3
"nomin_DonaldJTrump_1_18",3
"nomin_DonaldJTrump_1_19",14
"nomin_DonaldJTrump_1_20",15
"nomin_DonaldJTrump_1_21",7
"nomin_DonaldJTrump_1_22",7
"nomin_DonaldJTrump_1_23",6
"nomin_DonaldJTrump_1_24",11
"nomin_DonaldJTrump_1_25",11
"nomin_DonaldJTrump_1_26",4
"nomin_DonaldJTrump_1_27",4
"nomin_DonaldJTrump_1_28",15
"nomin_DonaldJTrump_1_29",14
"nomin_DonaldJTrump_1_30",14
"nomin_DonaldJTrump_1_31",14
"nomin_DonaldJTrump_1_32",14
"nomin_DonaldJTrump_1_33",14
"nomin_DonaldJTrump_1_34",14
"nomin_DonaldJTrump_1_35",14
"nomin_DonaldJTrump_1_36",14
"nomin_DonaldJTrump_1_37",14
"nomin_DonaldJTrump_1_38",14
"nomin_DonaldJTrump_1_39",14
"nomin_DonaldJTrump_1_40",14
"nomin_DonaldJTrump_1_41",14
"nomin_DonaldJTrump_1_42",14
"nomin_DonaldJTrump_1_43",2
"nomin_DonaldJTrump_1_44",14
"nomin_DonaldJTrump_1_45",14
"nomin_DonaldJTrump_1_46",14
"nomin_DonaldJTrump_1_47",5
"nomin_DonaldJTrump_1_48",5
"nomin_DonaldJTrump_1_49",5
"nomin_DonaldJTrump_1_50",2
"nomin_DonaldJTrump_1_51",3
"nomin_DonaldJTrump_1_52",14
"nomin_DonaldJTrump_1_53",14
"nomin_DonaldJTrump_1_54",14
"nomin_DonaldJTrump_1_55",14
"nomin_DonaldJTrump_1_56",14
"nomin_DonaldJTrump_1_57",14
"nomin_DonaldJTrump_1_58",2
"nomin_DonaldJTrump_1_59",2
"nomin_DonaldJTrump_1_60",3
"nomin_DonaldJTrump_1_61",3
"nomin_DonaldJTrump_1_62",3
"nomin_DonaldJTrump_1_63",14
"nomin_DonaldJTrump_1_64",11
"nomin_DonaldJTrump_1_65",14
"nomin_DonaldJTrump_1_66",14
"nomin_DonaldJTrump_1_67",12
"nomin_DonaldJTrump_1_68",3
"nomin_DonaldJTrump_1_69",3
"nomin_DonaldJTrump_1_70",3
"nomin_DonaldJTrump_1_71",11
"nomin_DonaldJTrump_1_72",3
"nomin_DonaldJTrump_1_73",5
"nomin_DonaldJTrump_1_74",12
"nomin_DonaldJTrump_1_75",12
"nomin_DonaldJTrump_1_76",12
"nomin_DonaldJTrump_1_77",12
"nomin_DonaldJTrump_1_78",12
"nomin_DonaldJTrump_1_79",5
"nomin_DonaldJTrump_1_80",12
"nomin_DonaldJTrump_1_81",12
"nomin_DonaldJTrump_1_82",12
"nomin_DonaldJTrump_1_83",12
"nomin_DonaldJTrump_1_84",12
"nomin_DonaldJTrump_1_85",12
"nomin_DonaldJTrump_1_86",12
"nomin_DonaldJTrump_1_87",12
"nomin_DonaldJTrump_1_88",12
"nomin_DonaldJTrump_1_89",12
"nomin_DonaldJTrump_1_90",6
"nomin_DonaldJTrump_1_91",6
"nomin_DonaldJTrump_1_92",1
"nomin_DonaldJTrump_1_93",3
"nomin_DonaldJTrump_1_94",3
"nomin_DonaldJTrump_1_95",15
"nomin_DonaldJTrump_1_96",15
"nomin_DonaldJTrump_1_97",2
"nomin_DonaldJTrump_1_98",15
"nomin_DonaldJTrump_1_99",15
"nomin_DonaldJTrump_1_100",15
"nomin_DonaldJTrump_1_101",1
"nomin_DonaldJTrump_1_102",5
"nomin_DonaldJTrump_1_103",5
"nomin_DonaldJTrump_1_104",5
"nomin_DonaldJTrump_1_105",5
"nomin_DonaldJTrump_1_106",5
"nomin_DonaldJTrump_1_107",15
"nomin_DonaldJTrump_1_108",15
"nomin_DonaldJTrump_1_109",5
"nomin_DonaldJTrump_1_110",11
"nomin_DonaldJTrump_1_111",5
"nomin_DonaldJTrump_1_112",11
"nomin_DonaldJTrump_1_113",5
"nomin_DonaldJTrump_1_114",5
"nomin_DonaldJTrump_1_115",5
"nomin_DonaldJTrump_1_116",5
"nomin_DonaldJTrump_1_117",11
"nomin_DonaldJTrump_1_118",6
"nomin_DonaldJTrump_1_119",14
"nomin_DonaldJTrump_1_120",14
"nomin_DonaldJTrump_1_121",5
"nomin_DonaldJTrump_1_122",14
"nomin_DonaldJTrump_1_123",14
"nomin_DonaldJTrump_1_124",7
"nomin_DonaldJTrump_1_125",6
"nomin_DonaldJTrump_1_126",5
"nomin_DonaldJTrump_1_127",5
"nomin_DonaldJTrump_1_128",5
"nomin_DonaldJTrump_1_129",4
"nomin_DonaldJTrump_1_130",4
"nomin_DonaldJTrump_1_131",4
"nomin_DonaldJTrump_1_132",5
"nomin_DonaldJTrump_1_133",4
"nomin_DonaldJTrump_1_134",4
"nomin_DonaldJTrump_1_135",14
"nomin_DonaldJTrump_1_136",14
"nomin_DonaldJTrump_1_137",4
"nomin_DonaldJTrump_1_138",4
"nomin_DonaldJTrump_1_139",14
"nomin_DonaldJTrump_1_140",14
"nomin_DonaldJTrump_1_141",14
"nomin_DonaldJTrump_1_142",15
"nomin_DonaldJTrump_1_143",15
"nomin_DonaldJTrump_1_144",10
"nomin_DonaldJTrump_1_145",5
"nomin_DonaldJTrump_1_146",3
"nomin_DonaldJTrump_1_147",3
"nomin_DonaldJTrump_1_148",3
"nomin_DonaldJTrump_1_149",3
"nomin_DonaldJTrump_1_150",6
"nomin_DonaldJTrump_1_151",6
"nomin_DonaldJTrump_1_152",6
"nomin_DonaldJTrump_1_153",2
"nomin_DonaldJTrump_1_154",3
"nomin_DonaldJTrump_1_155",15
"nomin_DonaldJTrump_1_156",12
"nomin_DonaldJTrump_1_157",12
"nomin_DonaldJTrump_1_158",12
"nomin_DonaldJTrump_1_159",3
"nomin_DonaldJTrump_1_160",3
"nomin_DonaldJTrump_1_161",12
"nomin_DonaldJTrump_1_162",12
"nomin_DonaldJTrump_1_163",12
"nomin_DonaldJTrump_1_164",14
"nomin_DonaldJTrump_1_165",5
"nomin_DonaldJTrump_1_166",5
"nomin_DonaldJTrump_1_167",5
"nomin_DonaldJTrump_1_168",5
"nomin_DonaldJTrump_1_169",2
"nomin_DonaldJTrump_1_170",12
"nomin_DonaldJTrump_1_171",12
"nomin_DonaldJTrump_1_172",12
"nomin_DonaldJTrump_1_173",12
"nomin_DonaldJTrump_1_174",12
"nomin_DonaldJTrump_1_175",12
"nomin_DonaldJTrump_1_176",12
"nomin_DonaldJTrump_1_177",12
"nomin_DonaldJTrump_1_178",12
"nomin_DonaldJTrump_1_179",14
"nomin_DonaldJTrump_1_180",5
"nomin_DonaldJTrump_1_181",5
"nomin_DonaldJTrump_1_182",5
"nomin_DonaldJTrump_1_183",5
"nomin_DonaldJTrump_1_184",5
"nomin_DonaldJTrump_1_185",5
"nomin_DonaldJTrump_1_186",14
"nomin_DonaldJTrump_1_187",14
"nomin_DonaldJTrump_1_188",14
"nomin_DonaldJTrump_1_189",14
"nomin_DonaldJTrump_1_190",14
"nomin_DonaldJTrump_1_191",14
"nomin_DonaldJTrump_1_192",14
"nomin_DonaldJTrump_1_193",1
"nomin_DonaldJTrump_1_194",11
"nomin_DonaldJTrump_1_195",5
"nomin_DonaldJTrump_1_196",5
"nomin_DonaldJTrump_1_197",14
"nomin_DonaldJTrump_1_198",14
"nomin_DonaldJTrump_1_199",14
"nomin_DonaldJTrump_1_200",5
"nomin_DonaldJTrump_1_201",13
"nomin_DonaldJTrump_1_202",2
"nomin_DonaldJTrump_1_203",5
"nomin_DonaldJTrump_1_204",5
"nomin_DonaldJTrump_1_205",14
"nomin_DonaldJTrump_1_206",14
"nomin_DonaldJTrump_1_207",14
"nomin_DonaldJTrump_1_208",5
"nomin_DonaldJTrump_1_209",5
"nomin_DonaldJTrump_1_210",5
"nomin_DonaldJTrump_1_211",10
"nomin_DonaldJTrump_1_212",15
"nomin_DonaldJTrump_1_213",4
"nomin_DonaldJTrump_1_214",15
"nomin_DonaldJTrump_1_215",3
"nomin_DonaldJTrump_1_216",3
"nomin_DonaldJTrump_1_217",7
"nomin_DonaldJTrump_1_225",12
"nomin_DonaldJTrump_1_226",5
"nomin_DonaldJTrump_1_227",5
"nomin_DonaldJTrump_1_228",5
"nomin_DonaldJTrump_1_229",2
"nomin_DonaldJTrump_1_230",14
"nomin_DonaldJTrump_1_231",2
"nomin_DonaldJTrump_1_232",2
"nomin_DonaldJTrump_1_233",15
"nomin_DonaldJTrump_1_234",15
"nomin_DonaldJTrump_1_235",1
"nomin_DonaldJTrump_1_236",5
"nomin_DonaldJTrump_1_237",5
"nomin_DonaldJTrump_1_238",14
"nomin_DonaldJTrump_1_239",5
"nomin_DonaldJTrump_1_240",5
"nomin_DonaldJTrump_1_241",12
"nomin_DonaldJTrump_1_242",11
"nomin_DonaldJTrump_1_243",12
"nomin_DonaldJTrump_1_244",12
"nomin_DonaldJTrump_1_245",15
"nomin_DonaldJTrump_1_246",1
"nomin_DonaldJTrump_1_247",15
"nomin_DonaldJTrump_1_248",5
"nomin_DonaldJTrump_1_249",3
"nomin_DonaldJTrump_1_250",3
"nomin_DonaldJTrump_1_251",15
"nomin_DonaldJTrump_1_252",14
"nomin_DonaldJTrump_1_253",14
"nomin_DonaldJTrump_1_254",14
"nomin_DonaldJTrump_1_255",14
"nomin_DonaldJTrump_1_256",14
"nomin_DonaldJTrump_1_257",5
"nomin_DonaldJTrump_1_258",5
"nomin_DonaldJTrump_1_259",5
"nomin_DonaldJTrump_1_260",2
"nomin_DonaldJTrump_1_261",2
"nomin_DonaldJTrump_1_262",2
"nomin_DonaldJTrump_1_263",2
"nomin_DonaldJTrump_1_264",5
"nomin_DonaldJTrump_1_265",15
"nomin_DonaldJTrump_1_266",15
"nomin_DonaldJTrump_1_267",1
"nomin_DonaldJTrump_1_268",14
"nomin_DonaldJTrump_1_269",5
"nomin_DonaldJTrump_1_270",5
"nomin_DonaldJTrump_1_271",5
"nomin_DonaldJTrump_1_272",3
"nomin_DonaldJTrump_1_273",3
"nomin_DonaldJTrump_1_274",2
"nomin_DonaldJTrump_1_275",2
"nomin_DonaldJTrump_1_276",2
"nomin_DonaldJTrump_1_277",5
"nomin_DonaldJTrump_1_278",5
"nomin_DonaldJTrump_1_279",15
"nomin_DonaldJTrump_1_280",15
"nomin_DonaldJTrump_1_281",4
"nomin_DonaldJTrump_1_282",2
"nomin_DonaldJTrump_1_283",2
"nomin_DonaldJTrump_1_284",2
"nomin_DonaldJTrump_1_285",15
"nomin_DonaldJTrump_1_286",5
"nomin_DonaldJTrump_1_287",15
"nomin_DonaldJTrump_1_288",4
"nomin_DonaldJTrump_1_289",5
"nomin_DonaldJTrump_1_290",10
"nomin_DonaldJTrump_1_291",10
"nomin_DonaldJTrump_1_292",10
"nomin_DonaldJTrump_1_293",11
"nomin_DonaldJTrump_1_294",5
"nomin_DonaldJTrump_1_295",15
"nomin_DonaldJTrump_1_296",5
"nomin_DonaldJTrump_1_297",5
"nomin_DonaldJTrump_1_298",5
"nomin_DonaldJTrump_1_299",10
"nomin_DonaldJTrump_1_300",14
"nomin_DonaldJTrump_1_301",10
"nomin_DonaldJTrump_1_302",2
"nomin_DonaldJTrump_1_303",5
"nomin_DonaldJTrump_1_304",3
"nomin_DonaldJTrump_1_305",4
"nomin_DonaldJTrump_1_306",4
"nomin_DonaldJTrump_1_307",4
"nomin_DonaldJTrump_1_308",2
"nomin_DonaldJTrump_1_309",4
"nomin_DonaldJTrump_1_310",2
"nomin_DonaldJTrump_1_311",2
"nomin_DonaldJTrump_1_312",2
"nomin_DonaldJTrump_1_313",4
"nomin_DonaldJTrump_1_314",4
"nomin_DonaldJTrump_1_315",6
"nomin_DonaldJTrump_1_316",6
"nomin_DonaldJTrump_1_317",15
"nomin_DonaldJTrump_1_318",13
"nomin_DonaldJTrump_1_319",13
"nomin_DonaldJTrump_1_320",3
"nomin_DonaldJTrump_1_321",4
"nomin_DonaldJTrump_1_322",5
"nomin_DonaldJTrump_1_323",5
"nomin_DonaldJTrump_1_324",5
"nomin_DonaldJTrump_1_325",5
"nomin_DonaldJTrump_1_326",5
"nomin_DonaldJTrump_1_327",3
"nomin_DonaldJTrump_1_328",4
"nomin_DonaldJTrump_1_329",15
"nomin_DonaldJTrump_1_330",15
"nomin_DonaldJTrump_1_331",15
"nomin_DonaldJTrump_1_332",3
"nomin_DonaldJTrump_1_333",3
"nomin_DonaldJTrump_1_334",3
"nomin_DonaldJTrump_1_335",4
"nomin_DonaldJTrump_1_336",15
"nomin_DonaldJTrump_1_337",2
"nomin_DonaldJTrump_1_338",2
"nomin_DonaldJTrump_1_339",3
"nomin_DonaldJTrump_1_340",3
"nomin_DonaldJTrump_1_341",15
"nomin_DonaldJTrump_1_342",3
"nomin_DonaldJTrump_1_343",15
"nomin_DonaldJTrump_1_344",15
"nomin_DonaldJTrump_1_345",15
"nomin_MittRomney_1_2",4
"nomin_MittRomney_1_3",4
"nomin_MittRomney_1_4",4
"nomin_MittRomney_1_5",4
"nomin_MittRomney_1_6",3
"nomin_MittRomney_1_7",3
"nomin_MittRomney_1_8",3
"nomin_MittRomney_1_9",4
"nomin_MittRomney_1_10",4
"nomin_MittRomney_1_11",5
"nomin_MittRomney_1_12",3
"nomin_MittRomney_1_13",3
"nomin_MittRomney_1_14",3
"nomin_MittRomney_1_15",3
"nomin_MittRomney_1_16",3
"nomin_MittRomney_1_17",3
"nomin_MittRomney_1_18",3
"nomin_MittRomney_1_19",3
"nomin_MittRomney_1_20",3
"nomin_MittRomney_1_21",3
"nomin_MittRomney_1_22",3
"nomin_MittRomney_1_23",8
"nomin_MittRomney_1_24",13
"nomin_MittRomney_1_25",13
"nomin_MittRomney_1_26",13
"nomin_MittRomney_1_27",3
"nomin_MittRomney_1_28",3
"nomin_MittRomney_1_29",3
"nomin_MittRomney_1_30",3
"nomin_MittRomney_1_31",3
"nomin_MittRomney_1_32",14
"nomin_MittRomney_1_33",3
"nomin_MittRomney_1_34",3
"nomin_MittRomney_1_35",5
"nomin_MittRomney_1_36",2
"nomin_MittRomney_1_37",2
"nomin_MittRomney_1_38",2
"nomin_MittRomney_1_39",2
"nomin_MittRomney_1_40",5
"nomin_MittRomney_1_41",5
"nomin_MittRomney_1_42",3
"nomin_MittRomney_1_43",3
"nomin_MittRomney_1_44",2
"nomin_MittRomney_1_45",2
"nomin_MittRomney_1_46",2
"nomin_MittRomney_1_47",14
"nomin_MittRomney_1_48",3
"nomin_MittRomney_1_49",5
"nomin_MittRomney_1_50",2
"nomin_MittRomney_1_51",2
"nomin_MittRomney_1_52",2
"nomin_MittRomney_1_53",2
"nomin_MittRomney_1_54",4
"nomin_MittRomney_1_55",4
"nomin_MittRomney_1_56",3
"nomin_MittRomney_1_57",5
"nomin_MittRomney_1_58",5
"nomin_MittRomney_1_59",15
"nomin_MittRomney_1_60",3
"nomin_MittRomney_1_61",3
"nomin_MittRomney_1_62",3
"nomin_MittRomney_1_63",3
"nomin_MittRomney_1_64",3
"nomin_MittRomney_1_65",3
"nomin_MittRomney_1_66",3
"nomin_MittRomney_1_67",3
"nomin_MittRomney_1_68",11
"nomin_MittRomney_1_69",15
"nomin_MittRomney_1_70",2
"nomin_MittRomney_1_71",2
"nomin_MittRomney_1_72",3
"nomin_MittRomney_1_73",4
"nomin_MittRomney_1_74",4
"nomin_MittRomney_1_75",13
"nomin_MittRomney_1_76",13
"nomin_MittRomney_1_77",13
"nomin_MittRomney_1_78",13
"nomin_MittRomney_1_79",3
"nomin_MittRomney_1_80",5
"nomin_MittRomney_1_81",5
"nomin_MittRomney_1_82",2
"nomin_MittRomney_1_83",2
"nomin_MittRomney_1_84",15
"nomin_MittRomney_1_85",4
"nomin_MittRomney_1_86",4
"nomin_MittRomney_1_87",4
"nomin_MittRomney_1_88",4
"nomin_MittRomney_1_89",4
"nomin_MittRomney_1_90",2
"nomin_MittRomney_1_91",4
"nomin_MittRomney_1_92",13
"nomin_MittRomney_1_93",13
"nomin_MittRomney_1_94",13
"nomin_MittRomney_1_95",4
"nomin_MittRomney_1_96",5
"nomin_MittRomney_1_97",5
"nomin_MittRomney_1_98",5
"nomin_MittRomney_1_99",5
"nomin_MittRomney_1_100",4
"nomin_MittRomney_1_101",4
"nomin_MittRomney_1_102",4
"nomin_MittRomney_1_103",4
"nomin_MittRomney_1_104",4
"nomin_MittRomney_1_105",5
"nomin_MittRomney_1_106",5
"nomin_MittRomney_1_107",4
"nomin_MittRomney_1_108",5
"nomin_MittRomney_1_109",4
"nomin_MittRomney_1_110",4
"nomin_MittRomney_1_111",4
"nomin_MittRomney_1_112",5
"nomin_MittRomney_1_113",5
"nomin_MittRomney_1_114",5
"nomin_MittRomney_1_115",5
"nomin_MittRomney_1_116",5
"nomin_MittRomney_1_117",4
"nomin_MittRomney_1_118",4
"nomin_MittRomney_1_119",4
"nomin_MittRomney_1_120",3
"nomin_MittRomney_1_121",3
"nomin_MittRomney_1_122",2
"nomin_MittRomney_1_123",3
"nomin_MittRomney_1_124",3
"nomin_MittRomney_1_125",3
"nomin_MittRomney_1_126",3
"nomin_MittRomney_1_127",3
"nomin_MittRomney_1_128",1
