"","V1"
"nomin_MittRomney_1_129",2
"nomin_MittRomney_1_130",2
"nomin_MittRomney_1_131",2
"nomin_MittRomney_1_132",2
"nomin_MittRomney_1_133",5
"nomin_MittRomney_1_134",4
"nomin_MittRomney_1_135",4
"nomin_MittRomney_1_136",4
"nomin_MittRomney_1_137",5
"nomin_MittRomney_1_138",4
"nomin_MittRomney_1_139",5
"nomin_MittRomney_1_140",3
"nomin_MittRomney_1_141",3
"nomin_MittRomney_1_142",14
"nomin_MittRomney_1_143",2
"nomin_MittRomney_1_144",2
"nomin_MittRomney_1_145",2
"nomin_MittRomney_1_146",2
"nomin_MittRomney_1_147",2
"nomin_MittRomney_1_148",2
"nomin_MittRomney_1_149",5
"nomin_MittRomney_1_150",5
"nomin_MittRomney_1_151",5
"nomin_MittRomney_1_152",5
"nomin_MittRomney_1_153",5
"nomin_MittRomney_1_154",5
"nomin_MittRomney_1_155",5
"nomin_MittRomney_1_156",2
"nomin_MittRomney_1_157",2
"nomin_MittRomney_1_158",2
"nomin_MittRomney_1_159",1
"nomin_MittRomney_1_160",4
"nomin_MittRomney_1_161",4
"nomin_MittRomney_1_162",4
"nomin_MittRomney_1_163",3
"nomin_MittRomney_1_164",3
"nomin_MittRomney_1_165",4
"nomin_MittRomney_1_166",3
"nomin_MittRomney_1_167",4
"nomin_MittRomney_1_168",9
"nomin_MittRomney_1_169",15
"nomin_MittRomney_1_170",5
"nomin_MittRomney_1_171",5
"nomin_MittRomney_1_172",5
"nomin_MittRomney_1_173",5
"nomin_MittRomney_1_174",3
"nomin_MittRomney_1_175",2
"nomin_MittRomney_1_176",3
"nomin_MittRomney_1_177",14
"nomin_MittRomney_1_178",3
"nomin_MittRomney_1_179",14
"nomin_MittRomney_1_180",4
"nomin_MittRomney_1_181",4
"nomin_MittRomney_1_182",5
"nomin_MittRomney_1_183",5
"nomin_MittRomney_1_184",4
"nomin_MittRomney_1_185",3
"nomin_MittRomney_1_186",3
"nomin_MittRomney_1_187",14
"nomin_MittRomney_1_188",14
"nomin_MittRomney_1_189",14
"nomin_MittRomney_1_190",14
"nomin_MittRomney_1_191",3
"nomin_MittRomney_1_192",3
"nomin_MittRomney_1_193",14
"nomin_MittRomney_1_194",3
"nomin_MittRomney_1_195",3
"nomin_MittRomney_1_196",3
"nomin_MittRomney_1_197",3
"nomin_MittRomney_1_198",2
"nomin_MittRomney_1_199",2
"nomin_MittRomney_1_200",2
"nomin_MittRomney_1_201",2
"nomin_MittRomney_1_202",2
"nomin_MittRomney_1_203",3
"nomin_MittRomney_1_204",3
"nomin_MittRomney_1_205",13
"nomin_MittRomney_1_206",13
"nomin_MittRomney_1_207",2
"nomin_MittRomney_1_208",2
"nomin_MittRomney_1_209",2
"nomin_MittRomney_1_210",2
"nomin_MittRomney_1_211",2
"nomin_MittRomney_1_212",2
"nomin_MittRomney_1_213",3
"nomin_MittRomney_1_214",3
"nomin_MittRomney_1_215",2
"nomin_MittRomney_1_216",2
"nomin_MittRomney_1_217",2
"nomin_MittRomney_1_218",2
"nomin_MittRomney_1_219",2
"nomin_MittRomney_1_220",6
"nomin_MittRomney_1_221",2
"nomin_MittRomney_1_222",2
"nomin_MittRomney_1_223",15
"nomin_MittRomney_1_224",2
"nomin_MittRomney_1_225",2
"nomin_MittRomney_1_226",2
"nomin_MittRomney_1_227",2
"nomin_MittRomney_1_228",2
"nomin_MittRomney_1_229",2
"nomin_MittRomney_1_230",2
"nomin_MittRomney_1_231",2
"nomin_MittRomney_1_232",2
"nomin_MittRomney_1_233",2
"nomin_MittRomney_1_234",8
"nomin_MittRomney_1_235",3
"nomin_MittRomney_1_236",3
"nomin_MittRomney_1_237",3
"nomin_MittRomney_1_238",2
"nomin_MittRomney_1_239",2
"nomin_MittRomney_1_240",3
"nomin_MittRomney_1_241",4
"nomin_MittRomney_1_242",8
"nomin_MittRomney_1_243",4
"nomin_MittRomney_1_244",4
"nomin_MittRomney_1_245",4
"nomin_MittRomney_1_246",12
"nomin_MittRomney_1_247",4
"nomin_MittRomney_1_248",12
"nomin_MittRomney_1_249",4
"nomin_MittRomney_1_250",4
"nomin_MittRomney_1_251",3
"nomin_MittRomney_1_252",12
"nomin_MittRomney_1_253",12
"nomin_MittRomney_1_254",3
"nomin_MittRomney_1_255",3
"nomin_MittRomney_1_256",3
"nomin_MittRomney_1_257",2
"nomin_MittRomney_1_258",2
"nomin_MittRomney_1_259",2
"nomin_MittRomney_1_260",6
"nomin_MittRomney_1_261",6
"nomin_MittRomney_1_262",3
"nomin_MittRomney_1_263",3
"nomin_MittRomney_1_264",3
"nomin_MittRomney_1_265",3
"nomin_MittRomney_1_266",3
"nomin_MittRomney_1_267",3
"nomin_MittRomney_1_268",15
"nomin_MittRomney_1_269",3
"nomin_MittRomney_1_270",3
"nomin_MittRomney_1_271",15
"nomin_MittRomney_1_272",15
"nomin_MittRomney_1_273",2
"nomin_MittRomney_1_274",3
"nomin_MittRomney_1_275",3
"nomin_MittRomney_1_276",3
"nomin_MittRomney_1_277",3
"nomin_MittRomney_1_278",12
"nomin_MittRomney_1_279",12
"nomin_MittRomney_1_280",3
"nomin_JohnMcCain_1_2",4
"nomin_JohnMcCain_1_3",4
"nomin_JohnMcCain_1_4",4
"nomin_JohnMcCain_1_5",4
"nomin_JohnMcCain_1_6",4
"nomin_JohnMcCain_1_7",4
"nomin_JohnMcCain_1_8",4
"nomin_JohnMcCain_1_9",4
"nomin_JohnMcCain_1_10",4
"nomin_JohnMcCain_1_11",4
"nomin_JohnMcCain_1_12",9
"nomin_JohnMcCain_1_13",4
"nomin_JohnMcCain_1_14",14
"nomin_JohnMcCain_1_15",14
"nomin_JohnMcCain_1_16",14
"nomin_JohnMcCain_1_17",4
"nomin_JohnMcCain_1_18",4
"nomin_JohnMcCain_1_20",4
"nomin_JohnMcCain_1_21",5
"nomin_JohnMcCain_1_22",5
"nomin_JohnMcCain_1_23",5
"nomin_JohnMcCain_1_24",5
"nomin_JohnMcCain_1_25",5
"nomin_JohnMcCain_1_26",13
"nomin_JohnMcCain_1_27",13
"nomin_JohnMcCain_1_28",4
"nomin_JohnMcCain_1_29",13
"nomin_JohnMcCain_1_30",3
"nomin_JohnMcCain_1_31",5
"nomin_JohnMcCain_1_32",5
"nomin_JohnMcCain_1_33",4
"nomin_JohnMcCain_1_34",3
"nomin_JohnMcCain_1_35",3
"nomin_JohnMcCain_1_36",3
"nomin_JohnMcCain_1_37",4
"nomin_JohnMcCain_1_38",4
"nomin_JohnMcCain_1_39",5
"nomin_JohnMcCain_1_40",5
"nomin_JohnMcCain_1_41",3
"nomin_JohnMcCain_1_42",8
"nomin_JohnMcCain_1_43",8
"nomin_JohnMcCain_1_44",8
"nomin_JohnMcCain_1_45",4
"nomin_JohnMcCain_1_46",5
"nomin_JohnMcCain_1_47",14
"nomin_JohnMcCain_1_48",5
"nomin_JohnMcCain_1_49",5
"nomin_JohnMcCain_1_50",9
"nomin_JohnMcCain_1_51",9
"nomin_JohnMcCain_1_52",5
"nomin_JohnMcCain_1_53",5
"nomin_JohnMcCain_1_54",5
"nomin_JohnMcCain_1_55",5
"nomin_JohnMcCain_1_56",5
"nomin_JohnMcCain_1_57",5
"nomin_JohnMcCain_1_58",5
"nomin_JohnMcCain_1_59",4
"nomin_JohnMcCain_1_60",4
"nomin_JohnMcCain_1_61",4
"nomin_JohnMcCain_1_62",4
"nomin_JohnMcCain_1_63",3
"nomin_JohnMcCain_1_64",3
"nomin_JohnMcCain_1_65",6
"nomin_JohnMcCain_1_66",5
"nomin_JohnMcCain_1_67",5
"nomin_JohnMcCain_1_68",2
"nomin_JohnMcCain_1_69",2
"nomin_JohnMcCain_1_70",2
"nomin_JohnMcCain_1_71",5
"nomin_JohnMcCain_1_72",5
"nomin_JohnMcCain_1_73",5
"nomin_JohnMcCain_1_74",5
"nomin_JohnMcCain_1_75",5
"nomin_JohnMcCain_1_76",6
"nomin_JohnMcCain_1_77",5
"nomin_JohnMcCain_1_78",5
"nomin_JohnMcCain_1_79",5
"nomin_JohnMcCain_1_80",5
"nomin_JohnMcCain_1_82",5
"nomin_JohnMcCain_1_83",5
"nomin_JohnMcCain_1_84",5
"nomin_JohnMcCain_1_85",5
"nomin_JohnMcCain_1_86",2
"nomin_JohnMcCain_1_87",2
"nomin_JohnMcCain_1_88",2
"nomin_JohnMcCain_1_89",5
"nomin_JohnMcCain_1_90",11
"nomin_JohnMcCain_1_91",5
"nomin_JohnMcCain_1_92",5
"nomin_JohnMcCain_1_93",5
"nomin_JohnMcCain_1_94",5
"nomin_JohnMcCain_1_95",15
"nomin_JohnMcCain_1_96",5
"nomin_JohnMcCain_1_97",5
"nomin_JohnMcCain_1_98",5
"nomin_JohnMcCain_1_99",5
"nomin_JohnMcCain_1_100",5
"nomin_JohnMcCain_1_101",4
"nomin_JohnMcCain_1_102",4
"nomin_JohnMcCain_1_103",4
"nomin_JohnMcCain_1_105",12
"nomin_JohnMcCain_1_106",12
"nomin_JohnMcCain_1_107",5
"nomin_JohnMcCain_1_108",5
"nomin_JohnMcCain_1_109",5
"nomin_JohnMcCain_1_110",2
"nomin_JohnMcCain_1_111",2
"nomin_JohnMcCain_1_112",2
"nomin_JohnMcCain_1_114",2
"nomin_JohnMcCain_1_115",2
"nomin_JohnMcCain_1_116",2
"nomin_JohnMcCain_1_117",2
"nomin_JohnMcCain_1_118",2
"nomin_JohnMcCain_1_119",2
"nomin_JohnMcCain_1_120",2
"nomin_JohnMcCain_1_121",2
"nomin_JohnMcCain_1_122",14
"nomin_JohnMcCain_1_123",11
"nomin_JohnMcCain_1_124",11
"nomin_JohnMcCain_1_125",4
"nomin_JohnMcCain_1_126",4
"nomin_JohnMcCain_1_127",4
"nomin_JohnMcCain_1_128",15
"nomin_JohnMcCain_1_129",15
"nomin_JohnMcCain_1_130",15
"nomin_JohnMcCain_1_131",11
"nomin_JohnMcCain_1_132",11
"nomin_JohnMcCain_1_133",14
"nomin_JohnMcCain_1_134",2
"nomin_JohnMcCain_1_135",1
"nomin_JohnMcCain_1_136",2
"nomin_JohnMcCain_1_137",4
"nomin_JohnMcCain_1_138",3
"nomin_JohnMcCain_1_139",3
"nomin_JohnMcCain_1_140",3
"nomin_JohnMcCain_1_141",2
"nomin_JohnMcCain_1_142",2
"nomin_JohnMcCain_1_143",2
"nomin_JohnMcCain_1_144",8
"nomin_JohnMcCain_1_146",10
"nomin_JohnMcCain_1_147",15
"nomin_JohnMcCain_1_148",2
"nomin_JohnMcCain_1_149",15
"nomin_JohnMcCain_1_150",15
"nomin_JohnMcCain_1_151",15
"nomin_JohnMcCain_1_152",15
"nomin_JohnMcCain_1_153",15
"nomin_JohnMcCain_1_154",15
"nomin_JohnMcCain_1_155",2
"nomin_JohnMcCain_1_156",2
"nomin_JohnMcCain_1_157",2
"nomin_JohnMcCain_1_158",2
"nomin_JohnMcCain_1_159",2
"nomin_JohnMcCain_1_161",2
"nomin_JohnMcCain_1_162",2
"nomin_JohnMcCain_1_163",2
"nomin_JohnMcCain_1_164",2
"nomin_JohnMcCain_1_165",2
"nomin_JohnMcCain_1_166",2
"nomin_JohnMcCain_1_167",2
"nomin_JohnMcCain_1_168",2
"nomin_JohnMcCain_1_169",2
"nomin_JohnMcCain_1_170",5
"nomin_JohnMcCain_1_171",2
"nomin_JohnMcCain_1_172",2
"nomin_JohnMcCain_1_173",2
"nomin_JohnMcCain_1_174",2
"nomin_JohnMcCain_1_175",2
"nomin_JohnMcCain_1_176",2
"nomin_JohnMcCain_1_177",2
"nomin_JohnMcCain_1_178",2
"nomin_JohnMcCain_1_179",2
"nomin_JohnMcCain_1_180",2
"nomin_JohnMcCain_1_181",2
"nomin_JohnMcCain_1_182",6
"nomin_JohnMcCain_1_183",6
"nomin_JohnMcCain_1_184",15
"nomin_JohnMcCain_1_185",2
"nomin_JohnMcCain_1_186",2
"nomin_JohnMcCain_1_187",2
"nomin_JohnMcCain_1_188",2
"nomin_JohnMcCain_1_189",14
"nomin_JohnMcCain_1_190",14
"nomin_JohnMcCain_1_191",5
"nomin_JohnMcCain_1_192",5
"nomin_JohnMcCain_1_193",5
"nomin_JohnMcCain_1_194",5
"nomin_JohnMcCain_1_195",5
"nomin_JohnMcCain_1_196",5
"nomin_JohnMcCain_1_197",6
"nomin_JohnMcCain_1_198",6
"nomin_JohnMcCain_1_199",6
"nomin_JohnMcCain_1_200",6
"nomin_JohnMcCain_1_201",1
"nomin_JohnMcCain_1_202",6
"nomin_JohnMcCain_1_204",6
"nomin_JohnMcCain_1_205",2
"nomin_JohnMcCain_1_206",2
"nomin_JohnMcCain_1_207",2
"nomin_JohnMcCain_1_208",3
"nomin_JohnMcCain_1_209",6
"nomin_JohnMcCain_1_210",12
"nomin_JohnMcCain_1_211",12
"nomin_JohnMcCain_1_212",12
"nomin_JohnMcCain_1_213",11
"nomin_JohnMcCain_1_214",12
"nomin_JohnMcCain_1_215",12
"nomin_JohnMcCain_1_216",12
"nomin_JohnMcCain_1_217",12
"nomin_JohnMcCain_1_218",12
"nomin_JohnMcCain_1_219",5
"nomin_JohnMcCain_1_220",5
"nomin_JohnMcCain_1_221",3
"nomin_JohnMcCain_1_222",3
"nomin_JohnMcCain_1_223",5
"nomin_JohnMcCain_1_224",12
"nomin_JohnMcCain_1_225",4
"nomin_JohnMcCain_1_226",4
"nomin_JohnMcCain_1_227",4
"nomin_JohnMcCain_1_228",4
"nomin_JohnMcCain_1_229",12
"nomin_JohnMcCain_1_230",12
"nomin_JohnMcCain_1_231",12
"nomin_JohnMcCain_1_232",6
"nomin_JohnMcCain_1_233",6
"nomin_JohnMcCain_1_234",6
"nomin_JohnMcCain_1_235",6
"nomin_JohnMcCain_1_236",6
"nomin_JohnMcCain_1_237",6
"nomin_JohnMcCain_1_238",6
"nomin_JohnMcCain_1_239",6
"nomin_JohnMcCain_1_240",2
"nomin_JohnMcCain_1_241",6
"nomin_JohnMcCain_1_242",6
"nomin_JohnMcCain_1_243",5
"nomin_JohnMcCain_1_244",5
"nomin_JohnMcCain_1_245",5
"nomin_JohnMcCain_1_246",5
"nomin_JohnMcCain_1_247",15
"nomin_JohnMcCain_1_248",15
"nomin_JohnMcCain_1_250",4
"nomin_JohnMcCain_1_251",3
"nomin_JohnMcCain_1_252",5
"nomin_JohnMcCain_1_253",5
"nomin_JohnMcCain_1_254",5
"nomin_JohnMcCain_1_255",15
"nomin_JohnMcCain_1_256",15
"nomin_JohnMcCain_1_257",6
"nomin_JohnMcCain_1_258",5
"nomin_JohnMcCain_1_259",5
"nomin_JohnMcCain_1_260",5
"nomin_JohnMcCain_1_261",5
"nomin_JohnMcCain_1_262",5
"nomin_JohnMcCain_1_263",5
"nomin_JohnMcCain_1_264",5
"nomin_JohnMcCain_1_265",5
"nomin_JohnMcCain_1_266",13
"nomin_JohnMcCain_1_267",12
"nomin_JohnMcCain_1_268",12
"nomin_JohnMcCain_1_269",5
"nomin_JohnMcCain_1_270",5
"nomin_JohnMcCain_1_271",5
"nomin_JohnMcCain_1_272",5
"nomin_JohnMcCain_1_273",5
"nomin_JohnMcCain_1_274",5
"nomin_JohnMcCain_1_275",13
"nomin_JohnMcCain_1_276",5
"nomin_JohnMcCain_1_277",5
"nomin_JohnMcCain_1_278",5
"nomin_JohnMcCain_1_279",5
"nomin_JohnMcCain_1_280",5
"nomin_JohnMcCain_1_281",5
"nomin_JohnMcCain_1_282",5
"nomin_JohnMcCain_1_283",2
"nomin_JohnMcCain_1_284",2
"nomin_JohnMcCain_1_285",8
"nomin_JohnMcCain_1_286",7
"nomin_JohnMcCain_1_287",4
"nomin_JohnMcCain_1_288",4
"nomin_JohnMcCain_1_289",4
"nomin_JohnMcCain_1_290",5
"nomin_JohnMcCain_1_291",5
"nomin_JohnMcCain_1_292",5
"nomin_JohnMcCain_1_293",5
"nomin_JohnMcCain_1_294",5
"nomin_JohnMcCain_1_295",5
"nomin_JohnMcCain_1_296",5
"nomin_JohnMcCain_1_297",5
"nomin_JohnMcCain_1_298",4
"nomin_JohnMcCain_1_299",4
"nomin_JohnMcCain_1_300",4
"nomin_JohnMcCain_1_301",4
"nomin_JohnMcCain_1_302",4
"nomin_JohnMcCain_1_303",5
"nomin_JohnMcCain_1_304",8
"nomin_JohnMcCain_1_305",8
"nomin_JohnMcCain_1_306",5
"nomin_JohnMcCain_1_307",5
"nomin_JohnMcCain_1_308",13
"nomin_JohnMcCain_1_309",2
"nomin_JohnMcCain_1_310",2
"nomin_JohnMcCain_1_311",15
"nomin_JohnMcCain_1_312",15
"nomin_JohnMcCain_1_313",15
"nomin_JohnMcCain_1_314",15
"nomin_JohnMcCain_1_315",5
"nomin_JohnMcCain_1_316",12
"nomin_JohnMcCain_1_317",12
"nomin_JohnMcCain_1_318",4
"nomin_JohnMcCain_1_319",2
"nomin_JohnMcCain_1_320",2
"nomin_JohnMcCain_1_321",2
"nomin_JohnMcCain_1_322",2
"nomin_JohnMcCain_1_323",8
"nomin_JohnMcCain_1_324",8
"nomin_JohnMcCain_1_325",15
"nomin_JohnMcCain_1_326",4
"nomin_JohnMcCain_1_327",4
"nomin_JohnMcCain_1_328",5
"nomin_JohnMcCain_1_329",4
"nomin_JohnMcCain_1_330",4
"nomin_JohnMcCain_1_331",4
"nomin_JohnMcCain_1_332",2
"nomin_JohnMcCain_1_333",3
"nomin_JohnMcCain_1_334",3
"nomin_JohnMcCain_1_335",3
"nomin_JohnMcCain_1_336",3
"nomin_JohnMcCain_1_337",3
"nomin_JohnMcCain_1_338",15
"nomin_JohnMcCain_1_339",15
"nomin_JohnMcCain_1_340",3
"nomin_JohnMcCain_1_341",13
"nomin_GeorgeWBush_2_2",4
"nomin_GeorgeWBush_2_3",4
"nomin_GeorgeWBush_2_4",4
"nomin_GeorgeWBush_2_5",4
"nomin_GeorgeWBush_2_6",4
"nomin_GeorgeWBush_2_7",4
"nomin_GeorgeWBush_2_8",4
"nomin_GeorgeWBush_2_9",2
"nomin_GeorgeWBush_2_10",3
"nomin_GeorgeWBush_2_11",3
"nomin_GeorgeWBush_2_12",6
"nomin_GeorgeWBush_2_13",3
"nomin_GeorgeWBush_2_14",3
"nomin_GeorgeWBush_2_15",4
"nomin_GeorgeWBush_2_16",4
"nomin_GeorgeWBush_2_17",4
"nomin_GeorgeWBush_2_18",3
"nomin_GeorgeWBush_2_19",13
"nomin_GeorgeWBush_2_20",4
"nomin_GeorgeWBush_2_21",4
"nomin_GeorgeWBush_2_22",4
"nomin_GeorgeWBush_2_23",13
"nomin_GeorgeWBush_2_24",11
"nomin_GeorgeWBush_2_25",3
"nomin_GeorgeWBush_2_26",15
"nomin_GeorgeWBush_2_27",2
"nomin_GeorgeWBush_2_28",2
"nomin_GeorgeWBush_2_29",2
"nomin_GeorgeWBush_2_30",3
"nomin_GeorgeWBush_2_31",2
"nomin_GeorgeWBush_2_32",2
"nomin_GeorgeWBush_2_33",2
"nomin_GeorgeWBush_2_34",2
"nomin_GeorgeWBush_2_35",2
"nomin_GeorgeWBush_2_36",2
"nomin_GeorgeWBush_2_37",2
"nomin_GeorgeWBush_2_38",3
"nomin_GeorgeWBush_2_39",3
"nomin_GeorgeWBush_2_40",3
"nomin_GeorgeWBush_2_41",3
"nomin_GeorgeWBush_2_42",4
"nomin_GeorgeWBush_2_43",11
"nomin_GeorgeWBush_2_44",14
"nomin_GeorgeWBush_2_45",14
"nomin_GeorgeWBush_2_46",14
"nomin_GeorgeWBush_2_47",3
"nomin_GeorgeWBush_2_48",13
"nomin_GeorgeWBush_2_49",6
"nomin_GeorgeWBush_2_50",2
"nomin_GeorgeWBush_2_51",2
"nomin_GeorgeWBush_2_52",2
"nomin_GeorgeWBush_2_53",2
"nomin_GeorgeWBush_2_54",2
"nomin_GeorgeWBush_2_55",2
"nomin_GeorgeWBush_2_56",2
"nomin_GeorgeWBush_2_57",2
"nomin_GeorgeWBush_2_58",2
"nomin_GeorgeWBush_2_59",1
"nomin_GeorgeWBush_2_60",1
"nomin_GeorgeWBush_2_61",2
"nomin_GeorgeWBush_2_62",2
"nomin_GeorgeWBush_2_63",2
"nomin_GeorgeWBush_2_64",2
"nomin_GeorgeWBush_2_65",2
"nomin_GeorgeWBush_2_66",2
"nomin_GeorgeWBush_2_67",2
"nomin_GeorgeWBush_2_68",2
"nomin_GeorgeWBush_2_69",2
"nomin_GeorgeWBush_2_70",2
"nomin_GeorgeWBush_2_71",2
"nomin_GeorgeWBush_2_72",2
"nomin_GeorgeWBush_2_73",2
"nomin_GeorgeWBush_2_74",2
"nomin_GeorgeWBush_2_75",2
"nomin_GeorgeWBush_2_76",2
"nomin_GeorgeWBush_2_77",2
"nomin_GeorgeWBush_2_78",2
"nomin_GeorgeWBush_2_79",2
"nomin_GeorgeWBush_2_80",2
"nomin_GeorgeWBush_2_81",2
"nomin_GeorgeWBush_2_82",2
"nomin_GeorgeWBush_2_83",2
"nomin_GeorgeWBush_2_84",2
"nomin_GeorgeWBush_2_85",2
"nomin_GeorgeWBush_2_86",2
"nomin_GeorgeWBush_2_87",6
"nomin_GeorgeWBush_2_88",15
"nomin_GeorgeWBush_2_89",2
"nomin_GeorgeWBush_2_90",2
"nomin_GeorgeWBush_2_91",2
"nomin_GeorgeWBush_2_92",2
"nomin_GeorgeWBush_2_93",2
"nomin_GeorgeWBush_2_94",2
"nomin_GeorgeWBush_2_95",2
"nomin_GeorgeWBush_2_96",6
"nomin_GeorgeWBush_2_97",6
"nomin_GeorgeWBush_2_98",3
"nomin_GeorgeWBush_2_99",2
"nomin_GeorgeWBush_2_100",2
"nomin_GeorgeWBush_2_101",2
"nomin_GeorgeWBush_2_102",2
"nomin_GeorgeWBush_2_103",2
"nomin_GeorgeWBush_2_104",2
"nomin_GeorgeWBush_2_105",2
"nomin_GeorgeWBush_2_106",2
"nomin_GeorgeWBush_2_107",2
"nomin_GeorgeWBush_2_108",15
"nomin_GeorgeWBush_2_109",4
"nomin_GeorgeWBush_2_110",4
"nomin_GeorgeWBush_2_111",4
"nomin_GeorgeWBush_2_112",4
"nomin_GeorgeWBush_2_113",14
"nomin_GeorgeWBush_2_114",2
"nomin_GeorgeWBush_2_115",2
"nomin_GeorgeWBush_2_116",2
"nomin_GeorgeWBush_2_117",2
"nomin_GeorgeWBush_2_118",2
"nomin_GeorgeWBush_2_119",2
"nomin_GeorgeWBush_2_120",2
"nomin_GeorgeWBush_2_121",2
"nomin_GeorgeWBush_2_122",5
"nomin_GeorgeWBush_2_123",5
"nomin_GeorgeWBush_2_124",5
"nomin_GeorgeWBush_2_125",6
"nomin_GeorgeWBush_2_126",6
"nomin_GeorgeWBush_2_127",2
"nomin_GeorgeWBush_2_128",2
"nomin_GeorgeWBush_2_129",2
"nomin_GeorgeWBush_2_130",2
"nomin_GeorgeWBush_2_131",2
"nomin_GeorgeWBush_2_132",2
"nomin_GeorgeWBush_2_133",4
"nomin_GeorgeWBush_2_134",4
"nomin_GeorgeWBush_2_135",5
"nomin_GeorgeWBush_2_136",5
"nomin_GeorgeWBush_2_137",5
"nomin_GeorgeWBush_2_138",5
"nomin_GeorgeWBush_2_139",2
"nomin_GeorgeWBush_2_140",2
"nomin_GeorgeWBush_2_141",4
"nomin_GeorgeWBush_2_142",14
"nomin_GeorgeWBush_2_143",14
"nomin_GeorgeWBush_2_144",14
"nomin_GeorgeWBush_2_145",3
"nomin_GeorgeWBush_2_146",6
"nomin_GeorgeWBush_2_147",2
"nomin_GeorgeWBush_2_148",2
"nomin_GeorgeWBush_2_149",2
"nomin_GeorgeWBush_2_150",8
"nomin_GeorgeWBush_2_151",10
"nomin_GeorgeWBush_2_152",10
"nomin_GeorgeWBush_2_153",11
"nomin_GeorgeWBush_2_154",4
"nomin_GeorgeWBush_2_155",4
"nomin_GeorgeWBush_2_156",4
"nomin_GeorgeWBush_2_157",4
"nomin_GeorgeWBush_2_158",4
"nomin_GeorgeWBush_2_159",4
"nomin_GeorgeWBush_2_160",3
"nomin_GeorgeWBush_2_161",15
"nomin_GeorgeWBush_2_162",4
"nomin_GeorgeWBush_2_163",15
"nomin_GeorgeWBush_2_164",5
"nomin_GeorgeWBush_2_172",4
"nomin_GeorgeWBush_2_173",4
"nomin_GeorgeWBush_2_174",4
"nomin_GeorgeWBush_2_175",12
"nomin_GeorgeWBush_2_176",10
"nomin_GeorgeWBush_2_177",12
"nomin_GeorgeWBush_2_178",6
"nomin_GeorgeWBush_2_179",12
"nomin_GeorgeWBush_2_180",8
"nomin_GeorgeWBush_2_181",4
"nomin_GeorgeWBush_2_182",14
"nomin_GeorgeWBush_2_183",14
"nomin_GeorgeWBush_2_184",14
"nomin_GeorgeWBush_2_185",14
"nomin_GeorgeWBush_2_186",14
"nomin_GeorgeWBush_2_187",12
"nomin_GeorgeWBush_2_188",12
"nomin_GeorgeWBush_2_189",12
"nomin_GeorgeWBush_2_190",12
"nomin_GeorgeWBush_2_191",12
"nomin_GeorgeWBush_2_192",12
"nomin_GeorgeWBush_2_193",12
"nomin_GeorgeWBush_2_194",12
"nomin_GeorgeWBush_2_195",12
"nomin_GeorgeWBush_2_196",12
"nomin_GeorgeWBush_2_197",12
"nomin_GeorgeWBush_2_198",12
"nomin_GeorgeWBush_2_199",14
"nomin_GeorgeWBush_2_200",3
"nomin_GeorgeWBush_2_201",11
"nomin_GeorgeWBush_2_202",12
"nomin_GeorgeWBush_2_203",12
"nomin_GeorgeWBush_2_204",12
"nomin_GeorgeWBush_2_205",12
"nomin_GeorgeWBush_2_206",12
"nomin_GeorgeWBush_2_207",12
"nomin_GeorgeWBush_2_208",12
"nomin_GeorgeWBush_2_209",12
"nomin_GeorgeWBush_2_210",11
"nomin_GeorgeWBush_2_218",4
"nomin_GeorgeWBush_2_219",11
"nomin_GeorgeWBush_2_220",7
"nomin_GeorgeWBush_2_221",12
"nomin_GeorgeWBush_2_222",12
"nomin_GeorgeWBush_2_223",12
"nomin_GeorgeWBush_2_224",12
"nomin_GeorgeWBush_2_225",4
"nomin_GeorgeWBush_2_226",6
"nomin_GeorgeWBush_2_227",4
"nomin_GeorgeWBush_2_235",4
"nomin_GeorgeWBush_2_236",12
"nomin_GeorgeWBush_2_237",12
"nomin_GeorgeWBush_2_238",12
"nomin_GeorgeWBush_2_239",12
"nomin_GeorgeWBush_2_240",12
"nomin_GeorgeWBush_2_241",12
"nomin_GeorgeWBush_2_242",12
"nomin_GeorgeWBush_2_243",12
"nomin_GeorgeWBush_2_244",12
"nomin_GeorgeWBush_2_245",12
"nomin_GeorgeWBush_2_246",2
"nomin_GeorgeWBush_2_247",12
"nomin_GeorgeWBush_2_248",12
"nomin_GeorgeWBush_2_249",12
"nomin_GeorgeWBush_2_250",13
"nomin_GeorgeWBush_2_251",4
"nomin_GeorgeWBush_2_252",8
"nomin_GeorgeWBush_2_253",3
"nomin_GeorgeWBush_2_254",3
"nomin_GeorgeWBush_2_255",3
"nomin_GeorgeWBush_2_256",12
"nomin_GeorgeWBush_2_257",5
"nomin_GeorgeWBush_2_258",4
"nomin_GeorgeWBush_2_259",6
"nomin_GeorgeWBush_2_260",2
"nomin_GeorgeWBush_2_261",12
"nomin_GeorgeWBush_2_262",12
"nomin_GeorgeWBush_2_263",11
"nomin_GeorgeWBush_2_264",4
"nomin_GeorgeWBush_2_265",4
"nomin_GeorgeWBush_2_266",4
"nomin_GeorgeWBush_2_267",11
"nomin_GeorgeWBush_2_268",10
"nomin_GeorgeWBush_2_269",10
"nomin_GeorgeWBush_2_270",10
"nomin_GeorgeWBush_2_271",4
"nomin_GeorgeWBush_2_272",4
"nomin_GeorgeWBush_2_273",4
"nomin_GeorgeWBush_2_274",12
"nomin_GeorgeWBush_2_275",12
"nomin_GeorgeWBush_2_276",4
"nomin_GeorgeWBush_2_277",4
